"","nmfs_original_species","stock_assessment_species_name","stock_assessment_species_location","stockid","source","stock","rgn_name","rgn_id","year","assessment","assesment_sum_5yr","adeq_assessed"
"2767","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","New York",10,2015,1,3,1
"2768","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","New York",10,2016,0,2,1
"2769","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","New York",10,2017,1,3,1
"2770","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2005,0,3,1
"2771","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2006,0,2,1
"2772","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2007,0,1,1
"2773","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2008,0,1,1
"2774","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2009,0,0,0
"2775","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2010,0,0,0
"2776","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2011,1,1,1
"2777","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2012,0,1,1
"2778","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2013,0,1,1
"2779","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2014,1,2,1
"2780","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2015,1,3,1
"2781","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2016,0,2,1
"2782","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Rhode Island",11,2017,1,3,1
"2783","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2005,0,3,1
"2784","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2006,0,2,1
"2785","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2007,0,1,1
"2786","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2008,0,1,1
"2787","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2009,0,0,0
"2788","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2010,0,0,0
"2789","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2011,1,1,1
"2790","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2012,0,1,1
"2791","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2013,0,1,1
"2792","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2014,1,2,1
"2793","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2015,1,3,1
"2794","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2016,0,2,1
"2795","HAKE, RED / LING","red hake","Southern Georges Bank / Mid-Atlantic","HKRSGBMA","NMFS","Southern Red Hake","Northeast",12,2017,1,3,1
"2796","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2005,1,1,1
"2797","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2006,0,1,1
"2798","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2007,0,1,1
"2799","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2008,0,1,1
"2800","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2009,0,1,1
"2801","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2010,0,0,0
"2802","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2011,1,1,1
"2803","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2012,0,1,1
"2804","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2013,0,1,1
"2805","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2014,1,2,1
"2806","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2015,0,2,1
"2807","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2016,0,1,1
"2808","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Georges Bank",2,2017,1,2,1
"2809","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2005,1,3,1
"2810","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2006,0,2,1
"2811","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2007,0,2,1
"2812","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2008,0,2,1
"2813","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2009,0,1,1
"2814","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2010,0,0,0
"2815","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2011,1,1,1
"2816","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2012,0,1,1
"2817","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2013,0,1,1
"2818","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2014,1,2,1
"2819","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2015,0,2,1
"2820","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2016,0,1,1
"2821","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Gulf of Maine",3,2017,1,2,1
"2822","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2005,1,3,1
"2823","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2006,0,2,1
"2824","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2007,0,2,1
"2825","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2008,0,2,1
"2826","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2009,0,1,1
"2827","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2010,0,0,0
"2828","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2011,1,1,1
"2829","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2012,0,1,1
"2830","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2013,0,1,1
"2831","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2014,1,2,1
"2832","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2015,0,2,1
"2833","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2016,0,1,1
"2834","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Maine",6,2017,1,2,1
"2835","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2005,1,3,1
"2836","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2006,0,2,1
"2837","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2007,0,2,1
"2838","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2008,0,2,1
"2839","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2009,0,1,1
"2840","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2010,0,0,0
"2841","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2011,1,1,1
"2842","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2012,0,1,1
"2843","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2013,0,1,1
"2844","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2014,1,2,1
"2845","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2015,0,2,1
"2846","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2016,0,1,1
"2847","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-North",7,2017,1,2,1
"2848","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2005,1,3,1
"2849","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2006,0,2,1
"2850","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2007,0,2,1
"2851","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2008,0,2,1
"2852","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2009,0,1,1
"2853","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2010,0,0,0
"2854","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2011,1,1,1
"2855","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2012,0,1,1
"2856","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2013,0,1,1
"2857","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2014,1,2,1
"2858","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2015,0,2,1
"2859","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2016,0,1,1
"2860","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Massachusetts-South",8,2017,1,2,1
"2861","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2005,1,3,1
"2862","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2006,0,2,1
"2863","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2007,0,2,1
"2864","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2008,0,2,1
"2865","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2009,0,1,1
"2866","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2010,0,0,0
"2867","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2011,1,1,1
"2868","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2012,0,1,1
"2869","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2013,0,1,1
"2870","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2014,1,2,1
"2871","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2015,0,2,1
"2872","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2016,0,1,1
"2873","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","New Hampshire",9,2017,1,2,1
"2874","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2005,1,3,1
"2875","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2006,0,2,1
"2876","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2007,0,2,1
"2877","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2008,0,2,1
"2878","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2009,0,1,1
"2879","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2010,0,0,0
"2880","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2011,1,1,1
"2881","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2012,0,1,1
"2882","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2013,0,1,1
"2883","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2014,1,2,1
"2884","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2015,0,2,1
"2885","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2016,0,1,1
"2886","HAKE, SILVER / WHITING","silver hake","Gulf of Maine / Northern Georges Bank","HKSGMNGB","NMFS","Northern Silver Hake","Northeast",12,2017,1,2,1
"2887","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2005,1,1,1
"2888","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2006,0,1,1
"2889","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2007,0,1,1
"2890","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2008,0,1,1
"2891","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2009,0,1,1
"2892","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2010,0,0,0
"2893","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2011,1,1,1
"2894","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2012,0,1,1
"2895","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2013,0,1,1
"2896","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2014,1,2,1
"2897","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2015,0,2,1
"2898","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2016,0,1,1
"2899","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Offshore",1,2017,1,2,1
"2900","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2005,1,3,1
"2901","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2006,0,2,1
"2902","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2007,0,2,1
"2903","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2008,0,2,1
"2904","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2009,0,1,1
"2905","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2010,0,0,0
"2906","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2011,1,1,1
"2907","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2012,0,1,1
"2908","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2013,0,1,1
"2909","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2014,1,2,1
"2910","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2015,0,2,1
"2911","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2016,0,1,1
"2912","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Georges Bank",2,2017,1,2,1
"2913","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2005,1,3,1
"2914","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2006,0,2,1
"2915","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2007,0,2,1
"2916","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2008,0,2,1
"2917","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2009,0,1,1
"2918","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2010,0,0,0
"2919","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2011,1,1,1
"2920","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2012,0,1,1
"2921","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2013,0,1,1
"2922","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2014,1,2,1
"2923","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2015,0,2,1
"2924","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2016,0,1,1
"2925","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Mid-Atlantic Bight",4,2017,1,2,1
"2926","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Connecticut",5,2005,1,3,1
"2927","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Connecticut",5,2006,0,2,1
"2928","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Connecticut",5,2007,0,2,1
"2929","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Connecticut",5,2008,0,2,1
"2930","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Connecticut",5,2009,0,1,1
"2931","HAKE, SILVER / WHITING","silver hake","Southern Georges Bank / Mid-Atlantic","HKSSGBMA","NMFS","Southern Whiting","Connecticut",5,2010,0,0,0
