SITE_ID,LON_DD,LAT_DD,ALBERS_X,ALBERS_Y,PSTL_CODE,EPA_REG,NCA_REGION,SAMPYEAR,ESTUARY,STATUS_ALL,WGT_56_CAT,WGT_NCA_56,WGT_91_CAT,WGT_NCA_91,CHG_PERIOD,CH9156_USE,CH9156_WGT,NCCA_SQI_STATUS
NJ01-0122,-74.538,39.585,,,NJ,EPA_REG_2,East_Coast,2001,Mullica River,Target_Sampled,,0,NJ_Barnegat_Bay,4.448765677,Period_1999_2001,Include,4.448765677,
NJ01-0016,-74.903,38.95,,,NJ,EPA_REG_2,East_Coast,2001,Cape May Harbor,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0018,-74.842,39.01,,,NJ,EPA_REG_2,East_Coast,2001,Great Sound,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0020,-74.785,39.095,,,NJ,EPA_REG_2,East_Coast,2001,Great Sound,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0022,-74.671,39.187,,,NJ,EPA_REG_2,East_Coast,2001,Ludlum Bay,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0024,-74.753,39.296,,,NJ,EPA_REG_2,East_Coast,2001,Great Egg Harbor,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0026,-74.597,39.306,,,NJ,EPA_REG_2,East_Coast,2001,Great Egg Harbor,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0028,-74.629,39.314,,,NJ,EPA_REG_2,East_Coast,2001,Great Egg Harbor,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0030,-74.39,39.397,,,NJ,EPA_REG_2,East_Coast,2001,Reed/Abescon Bays,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0032,-74.718,39.402,,,NJ,EPA_REG_2,East_Coast,2001,Great Egg Harbor,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0034,-74.381,39.437,,,NJ,EPA_REG_2,East_Coast,2001,Reed/Abescon Bays,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0054,-74.044,40.18,,,NJ,EPA_REG_2,East_Coast,2001,Shark River,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0056,-74.037,40.197,,,NJ,EPA_REG_2,East_Coast,2001,Shark River,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0058,-74.01,40.328,,,NJ,EPA_REG_2,East_Coast,2001,Shrewsbury River,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0060,-73.98,40.383,,,NJ,EPA_REG_2,East_Coast,2001,Navesink River,Target_Sampled,,0,NJ_Coastal_Bays,2.67124665,Period_1999_2001,Include,2.67124665,
NJ01-0062,-74.98,38.935,,,NJ,EPA_REG_2,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_East,18.39414183,Period_1999_2001,Include,18.39414183,
NJ01-0064,-74.957,39.001,,,NJ,EPA_REG_2,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_East,18.39414183,Period_1999_2001,Include,18.39414183,
NJ01-0066,-74.968,39.138,,,NJ,EPA_REG_2,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_East,18.39414183,Period_1999_2001,Include,18.39414183,
NJ01-0068,-75.041,39.202,,,NJ,EPA_REG_2,East_Coast,2001,Maurice River,Target_Sampled,,0,NJ_DB_East,18.39414183,Period_1999_2001,Include,18.39414183,
NJ01-0070,-75.329,39.307,,,NJ,EPA_REG_2,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_East,18.39414183,Period_1999_2001,Include,18.39414183,
NJ01-0072,-75.099,39.21,,,NJ,EPA_REG_2,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_East,18.39414183,Period_1999_2001,Include,18.39414183,
NJ01-0074,-74.732,40.139,,,NJ,EPA_REG_2,East_Coast,2001,Delaware River,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
NJ01-0076,-74.989,40.038,,,NJ,EPA_REG_2,East_Coast,2001,Delaware River,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
NJ01-0078,-75.265,39.846,,,NJ,EPA_REG_2,East_Coast,2001,Delaware River,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
NJ01-0080,-75.1,38.978,,,NJ,EPA_REG_2,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
NJ01-0082,-75.242,39.283,,,NJ,EPA_REG_2,East_Coast,2001,Nantuxent Creek,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
NJ01-0084,-74.912,39.187,,,NJ,EPA_REG_2,East_Coast,2001,West/East Creeks,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
NJ01-0086,-75.18,39.298,,,NJ,EPA_REG_2,East_Coast,2001,Nantuxent Creek,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
NJ01-0088,-75.411,39.446,,,NJ,EPA_REG_2,East_Coast,2001,Stow Creek,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
NJ01-0090,-75.041,39.392,,,NJ,EPA_REG_2,East_Coast,2001,Maurice River,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
NJ01-0002,-74.097,40.472,,,NJ,EPA_REG_2,East_Coast,2001,Lower New York/New Jersey Harbor,Target_Sampled,,0,NJ_Harbor,6.251171956,Period_1999_2001,Include,6.251171956,
NJ01-0006,-74.24,40.482,,,NJ,EPA_REG_2,East_Coast,2001,Raritan Bay,Target_Sampled,,0,NJ_Harbor,6.251171956,Period_1999_2001,Include,6.251171956,
NJ01-0008,-73.97,40.522,,,NJ,EPA_REG_2,East_Coast,2001,Lower New York/New Jersey Harbor,Target_Sampled,,0,NJ_Harbor,6.251171956,Period_1999_2001,Include,6.251171956,
NJ01-0010,-74.041,40.684,,,NJ,EPA_REG_2,East_Coast,2001,Hudson River,Target_Sampled,,0,NJ_Harbor,6.251171956,Period_1999_2001,Include,6.251171956,
NJ01-0012,-74.108,40.706,,,NJ,EPA_REG_2,East_Coast,2001,Newark Bay,Target_Sampled,,0,NJ_Harbor,6.251171956,Period_1999_2001,Include,6.251171956,
NJ01-0014,-73.959,40.842,,,NJ,EPA_REG_2,East_Coast,2001,Hudson River,Target_Sampled,,0,NJ_Harbor,6.251171956,Period_1999_2001,Include,6.251171956,
NJ05-0052,-74.125,39.885,,,NJ,EPA_REG_2,East_Coast,2005,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ05-0054,-74.383,39.445,,,NJ,EPA_REG_2,East_Coast,2005,Reed/Abescon Bays,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ05-0056,-74.53,39.346,,,NJ,EPA_REG_2,East_Coast,2005,Great Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ05-0057,-74.265,39.584,,,NJ,EPA_REG_2,East_Coast,2005,Little Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ05-0058,-74.154,39.777,,,NJ,EPA_REG_2,East_Coast,2005,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ05-0059,-74.354,39.505,,,NJ,EPA_REG_2,East_Coast,2005,Great Bay - NJ,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ05-021N,-74.069,40.358,,,NJ,EPA_REG_2,East_Coast,2005,Navesink River,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,FAIR
NJ05-021T,-73.995,40.317,,,NJ,EPA_REG_2,East_Coast,2005,Shrewsbury River,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,FAIR
DB05-0006,-75.064,39.093,,,NJ,EPA_REG_2,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0009,-75.196,39.216,,,NJ,EPA_REG_2,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0010,-75.107,39.181,,,NJ,EPA_REG_2,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0014,-75.17,39.164,,,NJ,EPA_REG_2,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0015,-75.005,39.107,,,NJ,EPA_REG_2,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0020,-74.967,38.97,,,NJ,EPA_REG_2,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0004,-75.183,39.083,,,NJ,EPA_REG_2,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,GOOD
DB05-0008,-75.004,38.899,,,NJ,EPA_REG_2,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,GOOD
DB05-0011,-75.338,39.845,,,NJ,EPA_REG_2,East_Coast,2005,Delaware River,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,GOOD
DB05-0016,-75.067,39.983,,,NJ,EPA_REG_2,East_Coast,2005,Delaware River,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,FAIR
DB05-0018,-75.03,39.225,,,NJ,EPA_REG_2,East_Coast,2005,Maurice River,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,GOOD
NJ05-0008,-74.148,40.652,,,NJ,EPA_REG_2,East_Coast,2005,Newark Bay,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ05-0011,-74.053,40.424,,,NJ,EPA_REG_2,East_Coast,2005,Sandy Hook Bay,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ05-0017,-74.079,40.498,,,NJ,EPA_REG_2,East_Coast,2005,Lower NY/NJ Harbor,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ05-0020,-73.989,40.503,,,NJ,EPA_REG_2,East_Coast,2005,Lower NY/NJ Harbor,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ05-0021,-74.212,40.464,,,NJ,EPA_REG_2,East_Coast,2005,Raritan Bay,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ05-0025,-74.122,40.464,,,NJ,EPA_REG_2,East_Coast,2005,Lower NY/NJ Harbor,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ05-0055,-74.196,40.461,,,NJ,EPA_REG_2,East_Coast,2005,Raritan Bay,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ05-0060,-74.074,40.447,,,NJ,EPA_REG_2,East_Coast,2005,Lower NY/NJ Harbor,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ06-0001,-74.102,39.942,,,NJ,EPA_REG_2,East_Coast,2006,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,POOR
NJ06-0004,-74.199,39.626,,,NJ,EPA_REG_2,East_Coast,2006,Little Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0006,-74.312,39.565,,,NJ,EPA_REG_2,East_Coast,2006,Little Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0009,-74.279,39.568,,,NJ,EPA_REG_2,East_Coast,2006,Little Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0012,-74.11,39.847,,,NJ,EPA_REG_2,East_Coast,2006,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0013,-74.464,39.365,,,NJ,EPA_REG_2,East_Coast,2006,Reed/Abescon Bays,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,POOR
NJ06-0015,-74.388,39.536,,,NJ,EPA_REG_2,East_Coast,2006,Great Bay - NJ,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0018,-74.298,39.523,,,NJ,EPA_REG_2,East_Coast,2006,Little Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0019,-74.62,39.277,,,NJ,EPA_REG_2,East_Coast,2006,Great Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0023,-74.784,39.043,,,NJ,EPA_REG_2,East_Coast,2006,Great Sound,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,POOR
NJ06-0024,-74.135,40.003,,,NJ,EPA_REG_2,East_Coast,2006,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,FAIR
NJ06-0027,-74.401,39.5,,,NJ,EPA_REG_2,East_Coast,2006,Great Bay - NJ,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0028,-74.42,39.438,,,NJ,EPA_REG_2,East_Coast,2006,Reed/Abescon Bays,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0031,-74.125,39.787,,,NJ,EPA_REG_2,East_Coast,2006,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,POOR
NJ06-0033,-74.076,40.063,,,NJ,EPA_REG_2,East_Coast,2006,Metedeconk River,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,FAIR
NJ06-0035,-74.36,39.496,,,NJ,EPA_REG_2,East_Coast,2006,Great Bay - NJ,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0036,-74.579,39.29,,,NJ,EPA_REG_2,East_Coast,2006,Great Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0039,-74.15,39.73,,,NJ,EPA_REG_2,East_Coast,2006,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0040,-74.873,38.966,,,NJ,EPA_REG_2,East_Coast,2006,Cape May Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,POOR
NJ06-0041,-74.091,39.867,,,NJ,EPA_REG_2,East_Coast,2006,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0042,-74.181,39.947,,,NJ,EPA_REG_2,East_Coast,2006,Toms River,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0043,-74.704,39.294,,,NJ,EPA_REG_2,East_Coast,2006,Great Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0045,-74.193,39.666,,,NJ,EPA_REG_2,East_Coast,2006,Little Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0046,-74.589,39.612,,,NJ,EPA_REG_2,East_Coast,2006,Mullica River,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,POOR
NJ06-0048,-74.392,39.45,,,NJ,EPA_REG_2,East_Coast,2006,Reed/Abescon Bays,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0050,-74.251,39.595,,,NJ,EPA_REG_2,East_Coast,2006,Little Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0061,-74.715,39.366,,,NJ,EPA_REG_2,East_Coast,2006,Great Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0062,-74.136,39.852,,,NJ,EPA_REG_2,East_Coast,2006,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0063,-74.116,39.904,,,NJ,EPA_REG_2,East_Coast,2006,Barnegat Bay,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0064,-74.813,39.037,,,NJ,EPA_REG_2,East_Coast,2006,Great Sound,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0065,-74.387,39.473,,,NJ,EPA_REG_2,East_Coast,2006,Reed/Abescon Bays,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0066,-74.43,39.396,,,NJ,EPA_REG_2,East_Coast,2006,Reed/Abescon Bays,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
NJ06-0069,-74.245,39.616,,,NJ,EPA_REG_2,East_Coast,2006,Little Egg Harbor,Target_Sampled,NJ_Coastal_Bays,5.023545744,,0,Period_2005_2006,Include,5.023545744,GOOD
DB06-0029,-75.064,39.155,,,NJ,EPA_REG_2,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB06-0031,-75.238,39.269,,,NJ,EPA_REG_2,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB06-0037,-75.021,39.073,,,NJ,EPA_REG_2,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB06-0047,-75.155,39.069,,,NJ,EPA_REG_2,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,GOOD
DB06-0049,-75.337,39.835,,,NJ,EPA_REG_2,East_Coast,2006,Delaware River,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,FAIR
DB06-0002,-75.319,39.389,,,NJ,EPA_REG_2,East_Coast,2006,Cohansey River,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,GOOD
DB06-0017,-75.461,39.646,,,NJ,EPA_REG_2,East_Coast,2006,Mannington Meadow,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,FAIR
DB06-0025,-75.463,39.611,,,NJ,EPA_REG_2,East_Coast,2006,Mannington Meadow,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,POOR
DB06-0027,-75.044,39.218,,,NJ,EPA_REG_2,East_Coast,2006,Maurice River,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,GOOD
DB06-0030,-75.469,39.593,,,NJ,EPA_REG_2,East_Coast,2006,Mannington Meadow,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,FAIR
DB06-0032,-75.417,39.416,,,NJ,EPA_REG_2,East_Coast,2006,Stow Creek,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,GOOD
DB06-0035,-74.897,39.196,,,NJ,EPA_REG_2,East_Coast,2006,West / East Creeks,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,GOOD
DB06-0039,-75.236,39.287,,,NJ,EPA_REG_2,East_Coast,2006,Nantuxent Creek,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,GOOD
DB06-0040,-75.444,39.614,,,NJ,EPA_REG_2,East_Coast,2006,Mannington Meadow,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,GOOD
DB06-0045,-74.984,39.3,,,NJ,EPA_REG_2,East_Coast,2006,Maurice River,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,GOOD
NJ06-0014,-73.916,40.939,,,NJ,EPA_REG_2,East_Coast,2006,Hudson River,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ06-0016,-74.288,40.494,,,NJ,EPA_REG_2,East_Coast,2006,Raritan Bay,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ06-0026,-74.05,40.476,,,NJ,EPA_REG_2,East_Coast,2006,Lower NY/NJ Harbor,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ06-0029,-74.034,40.695,,,NJ,EPA_REG_2,East_Coast,2006,Upper NY/NJ Harbor,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,POOR
NJ06-0030,-74.13,40.473,,,NJ,EPA_REG_2,East_Coast,2006,Upper NY/NJ Harbor,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ06-0032,-74.027,40.43,,,NJ,EPA_REG_2,East_Coast,2006,Sandy Hook Bay,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ06-0037,-74.064,40.679,,,NJ,EPA_REG_2,East_Coast,2006,Upper NY/NJ Harbor,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ06-0044,-73.986,40.415,,,NJ,EPA_REG_2,East_Coast,2006,Sandy Hook Bay,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ06-0047,-73.997,40.787,,,NJ,EPA_REG_2,East_Coast,2006,Hudson River,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ06-0049,-74.292,40.503,,,NJ,EPA_REG_2,East_Coast,2006,Raritan River,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,FAIR
NJ06-0068,-74.011,40.381,,,NJ,EPA_REG_2,East_Coast,2006,Navesink,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NJ06-0070,-73.984,40.357,,,NJ,EPA_REG_2,East_Coast,2006,Shrewsbury River,Target_Sampled,NJ_Harbor,3.937566479,,0,Period_2005_2006,Include,3.937566479,GOOD
NY00-0069,-73.6,40.935,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,7.552285437,Period_1999_2001,Include,7.85398822,
NY00-0071,-73.476,40.961,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,7.473615797,Period_1999_2001,Include,7.772175843,
NY00-0073,-73.332,40.952,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,21.55548135,Period_1999_2001,Include,22.41659138,
NY00-0075,-73.08,41.055,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,17.62199935,Period_1999_2001,Include,18.32597251,
NY00-0079,-72.768,41.004,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,40.51486458,Period_1999_2001,Include,42.13337431,
NY00-0081,-72.45,41.098,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,49.95522138,Period_1999_2001,Include,51.95085958,
NY00-0083,-73.734,40.873,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,32.33322203,Period_1999_2001,Include,33.62488707,
NY00-0085,-73.58,40.956,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,5.782218538,Period_1999_2001,Include,6.013209731,
NY00-0087,-72.913,41.026,,,NY,EPA_REG_2,East_Coast,2000,Long Island Sound,Target_Sampled,,0,CT_LIS,26.86568205,Period_1999_2001,Include,27.93892685,
NY00-0027,-74.259,40.506,,,NY,EPA_REG_2,East_Coast,2000,Arthur Kill,Target_Sampled,,0,NY_Harbor,8.621429928,Period_1999_2001,Include,8.621429928,
NY00-0029,-73.884,40.573,,,NY,EPA_REG_2,East_Coast,2000,Jamaica Bay,Target_Sampled,,0,NY_Harbor,8.621429928,Period_1999_2001,Include,8.621429928,
NY00-0031,-74.054,40.644,,,NY,EPA_REG_2,East_Coast,2000,Lower New York/New Jersey Harbor,Target_Sampled,,0,NY_Harbor,8.621429928,Period_1999_2001,Include,8.621429928,
NY00-0033,-74.006,40.765,,,NY,EPA_REG_2,East_Coast,2000,Hudson River,Target_Sampled,,0,NY_Harbor,8.621429928,Period_1999_2001,Include,8.621429928,
NY00-0035,-73.788,40.802,,,NY,EPA_REG_2,East_Coast,2000,East River,Target_Sampled,,0,NY_Harbor,8.621429928,Period_1999_2001,Include,8.621429928,
NY00-0037,-73.841,40.806,,,NY,EPA_REG_2,East_Coast,2000,East River,Target_Sampled,,0,NY_Harbor,8.621429928,Period_1999_2001,Include,8.621429928,
NY00-0021,-73.907,41.126,,,NY,EPA_REG_2,East_Coast,2000,Hudson River,Target_Sampled,,0,NY_Hudson_River,21.14863178,Period_1999_2001,Include,21.14863178,
NY00-0022,-73.944,41.279,,,NY,EPA_REG_2,East_Coast,2000,Hudson River,Target_Sampled,,0,NY_Hudson_River,21.14863178,Period_1999_2001,Include,21.14863178,
