"","stockid","stocklong","year","value","metric","scientificname","commonname","areaname"
"742","ALBANATL","Albacore tuna North Atlantic",1949,0.33,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"743","ALBANATL","Albacore tuna North Atlantic",1950,0.475,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"744","ALBANATL","Albacore tuna North Atlantic",1951,0.421,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"745","ALBANATL","Albacore tuna North Atlantic",1952,0.407,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"746","ALBANATL","Albacore tuna North Atlantic",1953,0.384,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"747","ALBANATL","Albacore tuna North Atlantic",1954,0.516,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"748","ALBANATL","Albacore tuna North Atlantic",1955,0.415,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"749","ALBANATL","Albacore tuna North Atlantic",1956,0.547,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"750","ALBANATL","Albacore tuna North Atlantic",1957,0.577,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"751","ALBANATL","Albacore tuna North Atlantic",1958,0.735,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"752","ALBANATL","Albacore tuna North Atlantic",1959,0.725,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"753","ALBANATL","Albacore tuna North Atlantic",1960,0.793,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"754","ALBANATL","Albacore tuna North Atlantic",1961,0.663,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"755","ALBANATL","Albacore tuna North Atlantic",1962,0.931,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"756","ALBANATL","Albacore tuna North Atlantic",1963,0.996,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"757","ALBANATL","Albacore tuna North Atlantic",1964,1.11,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"758","ALBANATL","Albacore tuna North Atlantic",1965,1.1,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"759","ALBANATL","Albacore tuna North Atlantic",1966,0.898,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"760","ALBANATL","Albacore tuna North Atlantic",1967,1.15,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"761","ALBANATL","Albacore tuna North Atlantic",1968,0.914,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"762","ALBANATL","Albacore tuna North Atlantic",1969,0.963,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"763","ALBANATL","Albacore tuna North Atlantic",1970,0.965,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"764","ALBANATL","Albacore tuna North Atlantic",1971,1.22,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"765","ALBANATL","Albacore tuna North Atlantic",1972,1.09,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"766","ALBANATL","Albacore tuna North Atlantic",1973,1.05,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"767","ALBANATL","Albacore tuna North Atlantic",1974,1.16,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"768","ALBANATL","Albacore tuna North Atlantic",1975,1,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"769","ALBANATL","Albacore tuna North Atlantic",1976,1.39,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"770","ALBANATL","Albacore tuna North Atlantic",1977,1.37,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"771","ALBANATL","Albacore tuna North Atlantic",1978,1.32,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"772","ALBANATL","Albacore tuna North Atlantic",1979,1.4,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"773","ALBANATL","Albacore tuna North Atlantic",1980,1.09,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"774","ALBANATL","Albacore tuna North Atlantic",1981,0.976,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"775","ALBANATL","Albacore tuna North Atlantic",1982,1.2,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"776","ALBANATL","Albacore tuna North Atlantic",1983,1.47,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"777","ALBANATL","Albacore tuna North Atlantic",1984,1.24,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"778","ALBANATL","Albacore tuna North Atlantic",1985,1.22,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"779","ALBANATL","Albacore tuna North Atlantic",1986,1.44,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"780","ALBANATL","Albacore tuna North Atlantic",1987,1.19,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"781","ALBANATL","Albacore tuna North Atlantic",1988,1.04,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"782","ALBANATL","Albacore tuna North Atlantic",1989,0.998,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"783","ALBANATL","Albacore tuna North Atlantic",1990,1.14,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"784","ALBANATL","Albacore tuna North Atlantic",1991,0.861,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"785","ALBANATL","Albacore tuna North Atlantic",1992,0.926,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"786","ALBANATL","Albacore tuna North Atlantic",1993,1.13,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"787","ALBANATL","Albacore tuna North Atlantic",1994,1.04,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"788","ALBANATL","Albacore tuna North Atlantic",1995,1.14,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"789","ALBANATL","Albacore tuna North Atlantic",1996,0.858,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"790","ALBANATL","Albacore tuna North Atlantic",1997,0.85,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"791","ALBANATL","Albacore tuna North Atlantic",1998,0.74,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"792","ALBANATL","Albacore tuna North Atlantic",1999,0.969,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"793","ALBANATL","Albacore tuna North Atlantic",2000,0.925,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"794","ALBANATL","Albacore tuna North Atlantic",2001,0.728,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"795","ALBANATL","Albacore tuna North Atlantic",2002,0.615,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"796","ALBANATL","Albacore tuna North Atlantic",2003,0.67,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"797","ALBANATL","Albacore tuna North Atlantic",2004,0.663,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"798","ALBANATL","Albacore tuna North Atlantic",2005,0.881,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"799","ALBANATL","Albacore tuna North Atlantic",2006,0.92,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"800","ALBANATL","Albacore tuna North Atlantic",2007,0.547,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"801","ALBANATL","Albacore tuna North Atlantic",2008,0.493,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"802","ALBANATL","Albacore tuna North Atlantic",2009,0.357,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"803","ALBANATL","Albacore tuna North Atlantic",2010,0.436,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"804","ALBANATL","Albacore tuna North Atlantic",2011,0.432,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"805","ALBANATL","Albacore tuna North Atlantic",2012,0.538,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"806","ALBANATL","Albacore tuna North Atlantic",2013,0.507,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"807","ALBANATL","Albacore tuna North Atlantic",2014,0.538,"F/Fmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"808","ATBTUNAWATL","Bluefin tuna Western Atlantic",1970,NA,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"809","ATBTUNAWATL","Bluefin tuna Western Atlantic",1971,NA,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"810","ATBTUNAWATL","Bluefin tuna Western Atlantic",1972,NA,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"811","ATBTUNAWATL","Bluefin tuna Western Atlantic",1973,NA,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"812","ATBTUNAWATL","Bluefin tuna Western Atlantic",1974,2.91,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"813","ATBTUNAWATL","Bluefin tuna Western Atlantic",1975,5.59,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"814","ATBTUNAWATL","Bluefin tuna Western Atlantic",1976,4.61,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"815","ATBTUNAWATL","Bluefin tuna Western Atlantic",1977,4.23,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"816","ATBTUNAWATL","Bluefin tuna Western Atlantic",1978,2.8,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"817","ATBTUNAWATL","Bluefin tuna Western Atlantic",1979,4.58,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"818","ATBTUNAWATL","Bluefin tuna Western Atlantic",1980,2.99,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"819","ATBTUNAWATL","Bluefin tuna Western Atlantic",1981,5.33,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"820","ATBTUNAWATL","Bluefin tuna Western Atlantic",1982,1.57,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"821","ATBTUNAWATL","Bluefin tuna Western Atlantic",1983,2.33,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"822","ATBTUNAWATL","Bluefin tuna Western Atlantic",1984,1.74,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"823","ATBTUNAWATL","Bluefin tuna Western Atlantic",1985,2.04,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"824","ATBTUNAWATL","Bluefin tuna Western Atlantic",1986,1.5,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"825","ATBTUNAWATL","Bluefin tuna Western Atlantic",1987,1.9,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"826","ATBTUNAWATL","Bluefin tuna Western Atlantic",1988,2.41,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"827","ATBTUNAWATL","Bluefin tuna Western Atlantic",1989,1.76,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"828","ATBTUNAWATL","Bluefin tuna Western Atlantic",1990,2.75,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"829","ATBTUNAWATL","Bluefin tuna Western Atlantic",1991,2.95,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"830","ATBTUNAWATL","Bluefin tuna Western Atlantic",1992,2.31,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"831","ATBTUNAWATL","Bluefin tuna Western Atlantic",1993,2.33,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"832","ATBTUNAWATL","Bluefin tuna Western Atlantic",1994,1.88,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"833","ATBTUNAWATL","Bluefin tuna Western Atlantic",1995,1.65,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"834","ATBTUNAWATL","Bluefin tuna Western Atlantic",1996,1.59,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"835","ATBTUNAWATL","Bluefin tuna Western Atlantic",1997,1.85,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"836","ATBTUNAWATL","Bluefin tuna Western Atlantic",1998,1.98,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"837","ATBTUNAWATL","Bluefin tuna Western Atlantic",1999,2.27,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"838","ATBTUNAWATL","Bluefin tuna Western Atlantic",2000,1.98,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"839","ATBTUNAWATL","Bluefin tuna Western Atlantic",2001,2.16,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"840","ATBTUNAWATL","Bluefin tuna Western Atlantic",2002,2.55,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"841","ATBTUNAWATL","Bluefin tuna Western Atlantic",2003,2.24,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"842","ATBTUNAWATL","Bluefin tuna Western Atlantic",2004,1.49,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"843","ATBTUNAWATL","Bluefin tuna Western Atlantic",2005,1.73,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"844","ATBTUNAWATL","Bluefin tuna Western Atlantic",2006,1.58,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"845","ATBTUNAWATL","Bluefin tuna Western Atlantic",2007,1.6,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"846","ATBTUNAWATL","Bluefin tuna Western Atlantic",2008,1.22,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"847","ATBTUNAWATL","Bluefin tuna Western Atlantic",2009,1.17,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"848","ATBTUNAWATL","Bluefin tuna Western Atlantic",2010,1.21,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"849","ATBTUNAWATL","Bluefin tuna Western Atlantic",2011,1.35,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"850","ATBTUNAWATL","Bluefin tuna Western Atlantic",2012,0.983,"F/Fmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic"
"851","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1973,0.435897436,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"852","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1974,0.717948718,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"853","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1975,0.692307692,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"854","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1976,0.564102564,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"855","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1977,0.692307692,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"856","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1978,0.846153846,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"857","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1979,1.282051282,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"858","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1980,1.051282051,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"859","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1981,0.717948718,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"860","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1982,0.897435897,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"861","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1983,0.58974359,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"862","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1984,0.384615385,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"863","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1985,0.307692308,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"864","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1986,0.230769231,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"865","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1987,0.205128205,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"866","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1988,0.230769231,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"867","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1989,0.153846154,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"868","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1990,0.128205128,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"869","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1991,0.102564103,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"870","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1992,0.076923077,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"871","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1993,0.102564103,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"872","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1994,0.128205128,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"873","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1995,0.153846154,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"874","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1996,0.153846154,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"875","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1997,0.256410256,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"876","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1998,0.256410256,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"877","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1999,0.230769231,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"878","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",2000,0.230769231,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"879","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",2001,0.282051282,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"880","ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",2002,0.282051282,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast"
"881","BIGEYEATL","Bigeye tuna Atlantic",1950,0.00392,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"882","BIGEYEATL","Bigeye tuna Atlantic",1951,0.00801,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"883","BIGEYEATL","Bigeye tuna Atlantic",1952,0.0098,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"884","BIGEYEATL","Bigeye tuna Atlantic",1953,0.0144,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"885","BIGEYEATL","Bigeye tuna Atlantic",1954,0.0143,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"886","BIGEYEATL","Bigeye tuna Atlantic",1955,0.0235,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"887","BIGEYEATL","Bigeye tuna Atlantic",1956,0.0136,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"888","BIGEYEATL","Bigeye tuna Atlantic",1957,0.0428,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"889","BIGEYEATL","Bigeye tuna Atlantic",1958,0.0211,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"890","BIGEYEATL","Bigeye tuna Atlantic",1959,0.0382,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"891","BIGEYEATL","Bigeye tuna Atlantic",1960,0.0451,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"892","BIGEYEATL","Bigeye tuna Atlantic",1961,0.0851,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"893","BIGEYEATL","Bigeye tuna Atlantic",1962,0.117,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"894","BIGEYEATL","Bigeye tuna Atlantic",1963,0.133,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"895","BIGEYEATL","Bigeye tuna Atlantic",1964,0.122,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"896","BIGEYEATL","Bigeye tuna Atlantic",1965,0.207,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"897","BIGEYEATL","Bigeye tuna Atlantic",1966,0.135,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"898","BIGEYEATL","Bigeye tuna Atlantic",1967,0.135,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"899","BIGEYEATL","Bigeye tuna Atlantic",1968,0.129,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"900","BIGEYEATL","Bigeye tuna Atlantic",1969,0.201,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"901","BIGEYEATL","Bigeye tuna Atlantic",1970,0.235,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"902","BIGEYEATL","Bigeye tuna Atlantic",1971,0.316,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"903","BIGEYEATL","Bigeye tuna Atlantic",1972,0.273,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"904","BIGEYEATL","Bigeye tuna Atlantic",1973,0.336,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"905","BIGEYEATL","Bigeye tuna Atlantic",1974,0.388,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"906","BIGEYEATL","Bigeye tuna Atlantic",1975,0.381,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"907","BIGEYEATL","Bigeye tuna Atlantic",1976,0.285,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"908","BIGEYEATL","Bigeye tuna Atlantic",1977,0.348,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"909","BIGEYEATL","Bigeye tuna Atlantic",1978,0.338,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"910","BIGEYEATL","Bigeye tuna Atlantic",1979,0.297,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"911","BIGEYEATL","Bigeye tuna Atlantic",1980,0.415,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"912","BIGEYEATL","Bigeye tuna Atlantic",1981,0.453,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"913","BIGEYEATL","Bigeye tuna Atlantic",1982,0.503,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"914","BIGEYEATL","Bigeye tuna Atlantic",1983,0.414,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"915","BIGEYEATL","Bigeye tuna Atlantic",1984,0.502,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"916","BIGEYEATL","Bigeye tuna Atlantic",1985,0.567,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"917","BIGEYEATL","Bigeye tuna Atlantic",1986,0.483,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"918","BIGEYEATL","Bigeye tuna Atlantic",1987,0.424,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"919","BIGEYEATL","Bigeye tuna Atlantic",1988,0.494,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"920","BIGEYEATL","Bigeye tuna Atlantic",1989,0.596,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"921","BIGEYEATL","Bigeye tuna Atlantic",1990,0.663,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"922","BIGEYEATL","Bigeye tuna Atlantic",1991,0.782,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"923","BIGEYEATL","Bigeye tuna Atlantic",1992,0.845,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"924","BIGEYEATL","Bigeye tuna Atlantic",1993,1.02,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"925","BIGEYEATL","Bigeye tuna Atlantic",1994,1.31,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"926","BIGEYEATL","Bigeye tuna Atlantic",1995,1.38,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"927","BIGEYEATL","Bigeye tuna Atlantic",1996,1.43,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"928","BIGEYEATL","Bigeye tuna Atlantic",1997,1.39,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
"929","BIGEYEATL","Bigeye tuna Atlantic",1998,1.43,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean"
