"","X","stockid","stocklong","year","value","metric","scientificname","commonname","areaname","common_noaa"
"2464",2464,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1982,3.626000022,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2465",2465,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1983,4.088000025,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2466",2466,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1984,3.33200002,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2467",2467,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1985,3.136000019,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2468",2468,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1986,2.212000013,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2469",2469,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1987,1.470000009,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2470",2470,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1988,3.514000021,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2471",2471,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1989,2.324000014,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2472",2472,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1990,2.268000014,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2473",2473,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1991,2.800000017,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2474",2474,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1992,2.310000014,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2475",2475,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1993,2.184000013,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2476",2476,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1994,1.62400001,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2477",2477,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1995,0.663600004,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2478",2478,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1996,0.788200005,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2479",2479,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1997,0.809200005,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2480",2480,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1998,0.449400003,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2481",2481,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1999,0.827400005,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2482",2482,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",2000,0.673400004,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2483",2483,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",2001,0.709800004,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2484",2484,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",2002,0.590800004,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2485",2485,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",2003,0.866600005,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2486",2486,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",2004,0.562800003,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2487",2487,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",2005,0.663600004,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2488",2488,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",2006,0.530600003,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2489",2489,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",2007,0.910000005,"F/Fmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"2490",2490,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1973,0.435897436,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2491",2491,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1974,0.717948718,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2492",2492,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1975,0.692307692,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2493",2493,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1976,0.564102564,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2494",2494,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1977,0.692307692,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2495",2495,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1978,0.846153846,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2496",2496,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1979,1.282051282,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2497",2497,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1980,1.051282051,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2498",2498,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1981,0.717948718,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2499",2499,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1982,0.897435897,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2500",2500,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1983,0.58974359,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2501",2501,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1984,0.384615385,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2502",2502,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1985,0.307692308,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2503",2503,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1986,0.230769231,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2504",2504,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1987,0.205128205,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2505",2505,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1988,0.230769231,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2506",2506,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1989,0.153846154,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2507",2507,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1990,0.128205128,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2508",2508,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1991,0.102564103,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2509",2509,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1992,0.076923077,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2510",2510,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1993,0.102564103,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2511",2511,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1994,0.128205128,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2512",2512,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1995,0.153846154,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2513",2513,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1996,0.153846154,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2514",2514,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1997,0.256410256,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2515",2515,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1998,0.256410256,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2516",2516,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",1999,0.230769231,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2517",2517,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",2000,0.230769231,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2518",2518,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",2001,0.282051282,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2519",2519,"ATLCROAKMATLC","Atlantic croaker Mid-Atlantic Coast",2002,0.282051282,"F/Fmsy","Micropogonias undulatus","Atlantic croaker","Mid-Atlantic Coast","atlantic croaker"
"2520",2520,"BIGEYEATL","Bigeye tuna Atlantic",1950,0.00392,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2521",2521,"BIGEYEATL","Bigeye tuna Atlantic",1951,0.00801,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2522",2522,"BIGEYEATL","Bigeye tuna Atlantic",1952,0.0098,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2523",2523,"BIGEYEATL","Bigeye tuna Atlantic",1953,0.0144,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2524",2524,"BIGEYEATL","Bigeye tuna Atlantic",1954,0.0143,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2525",2525,"BIGEYEATL","Bigeye tuna Atlantic",1955,0.0235,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2526",2526,"BIGEYEATL","Bigeye tuna Atlantic",1956,0.0136,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2527",2527,"BIGEYEATL","Bigeye tuna Atlantic",1957,0.0428,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2528",2528,"BIGEYEATL","Bigeye tuna Atlantic",1958,0.0211,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2529",2529,"BIGEYEATL","Bigeye tuna Atlantic",1959,0.0382,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2530",2530,"BIGEYEATL","Bigeye tuna Atlantic",1960,0.0451,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2531",2531,"BIGEYEATL","Bigeye tuna Atlantic",1961,0.0851,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2532",2532,"BIGEYEATL","Bigeye tuna Atlantic",1962,0.117,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2533",2533,"BIGEYEATL","Bigeye tuna Atlantic",1963,0.133,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2534",2534,"BIGEYEATL","Bigeye tuna Atlantic",1964,0.122,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2535",2535,"BIGEYEATL","Bigeye tuna Atlantic",1965,0.207,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2536",2536,"BIGEYEATL","Bigeye tuna Atlantic",1966,0.135,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2537",2537,"BIGEYEATL","Bigeye tuna Atlantic",1967,0.135,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2538",2538,"BIGEYEATL","Bigeye tuna Atlantic",1968,0.129,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2539",2539,"BIGEYEATL","Bigeye tuna Atlantic",1969,0.201,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2540",2540,"BIGEYEATL","Bigeye tuna Atlantic",1970,0.235,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2541",2541,"BIGEYEATL","Bigeye tuna Atlantic",1971,0.316,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2542",2542,"BIGEYEATL","Bigeye tuna Atlantic",1972,0.273,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2543",2543,"BIGEYEATL","Bigeye tuna Atlantic",1973,0.336,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2544",2544,"BIGEYEATL","Bigeye tuna Atlantic",1974,0.388,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2545",2545,"BIGEYEATL","Bigeye tuna Atlantic",1975,0.381,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2546",2546,"BIGEYEATL","Bigeye tuna Atlantic",1976,0.285,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2547",2547,"BIGEYEATL","Bigeye tuna Atlantic",1977,0.348,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2548",2548,"BIGEYEATL","Bigeye tuna Atlantic",1978,0.338,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2549",2549,"BIGEYEATL","Bigeye tuna Atlantic",1979,0.297,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2550",2550,"BIGEYEATL","Bigeye tuna Atlantic",1980,0.415,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2551",2551,"BIGEYEATL","Bigeye tuna Atlantic",1981,0.453,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2552",2552,"BIGEYEATL","Bigeye tuna Atlantic",1982,0.503,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2553",2553,"BIGEYEATL","Bigeye tuna Atlantic",1983,0.414,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2554",2554,"BIGEYEATL","Bigeye tuna Atlantic",1984,0.502,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2555",2555,"BIGEYEATL","Bigeye tuna Atlantic",1985,0.567,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2556",2556,"BIGEYEATL","Bigeye tuna Atlantic",1986,0.483,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2557",2557,"BIGEYEATL","Bigeye tuna Atlantic",1987,0.424,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2558",2558,"BIGEYEATL","Bigeye tuna Atlantic",1988,0.494,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2559",2559,"BIGEYEATL","Bigeye tuna Atlantic",1989,0.596,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2560",2560,"BIGEYEATL","Bigeye tuna Atlantic",1990,0.663,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2561",2561,"BIGEYEATL","Bigeye tuna Atlantic",1991,0.782,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2562",2562,"BIGEYEATL","Bigeye tuna Atlantic",1992,0.845,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2563",2563,"BIGEYEATL","Bigeye tuna Atlantic",1993,1.02,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2564",2564,"BIGEYEATL","Bigeye tuna Atlantic",1994,1.31,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2565",2565,"BIGEYEATL","Bigeye tuna Atlantic",1995,1.38,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2566",2566,"BIGEYEATL","Bigeye tuna Atlantic",1996,1.43,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2567",2567,"BIGEYEATL","Bigeye tuna Atlantic",1997,1.39,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2568",2568,"BIGEYEATL","Bigeye tuna Atlantic",1998,1.43,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2569",2569,"BIGEYEATL","Bigeye tuna Atlantic",1999,1.71,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2570",2570,"BIGEYEATL","Bigeye tuna Atlantic",2000,1.55,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2571",2571,"BIGEYEATL","Bigeye tuna Atlantic",2001,1.44,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2572",2572,"BIGEYEATL","Bigeye tuna Atlantic",2002,1.22,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2573",2573,"BIGEYEATL","Bigeye tuna Atlantic",2003,1.45,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2574",2574,"BIGEYEATL","Bigeye tuna Atlantic",2004,1.55,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2575",2575,"BIGEYEATL","Bigeye tuna Atlantic",2005,1.18,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2576",2576,"BIGEYEATL","Bigeye tuna Atlantic",2006,1.13,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2577",2577,"BIGEYEATL","Bigeye tuna Atlantic",2007,1.28,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2578",2578,"BIGEYEATL","Bigeye tuna Atlantic",2008,1.2,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2579",2579,"BIGEYEATL","Bigeye tuna Atlantic",2009,1.52,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2580",2580,"BIGEYEATL","Bigeye tuna Atlantic",2010,1.58,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2581",2581,"BIGEYEATL","Bigeye tuna Atlantic",2011,1.71,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2582",2582,"BIGEYEATL","Bigeye tuna Atlantic",2012,1.58,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2583",2583,"BIGEYEATL","Bigeye tuna Atlantic",2013,1.31,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2584",2584,"BIGEYEATL","Bigeye tuna Atlantic",2014,1.21,"F/Fmsy","Thunnus obesus","Bigeye tuna","Atlantic Ocean","bigeye tuna"
"2585",2585,"BLUEFISHATLC","Bluefish Atlantic Coast",1985,1.541176471,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2586",2586,"BLUEFISHATLC","Bluefish Atlantic Coast",1986,2.5,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2587",2587,"BLUEFISHATLC","Bluefish Atlantic Coast",1987,2.805882353,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2588",2588,"BLUEFISHATLC","Bluefish Atlantic Coast",1988,2.676470588,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2589",2589,"BLUEFISHATLC","Bluefish Atlantic Coast",1989,2.223529412,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2590",2590,"BLUEFISHATLC","Bluefish Atlantic Coast",1990,2.258823529,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2591",2591,"BLUEFISHATLC","Bluefish Atlantic Coast",1991,2.670588235,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2592",2592,"BLUEFISHATLC","Bluefish Atlantic Coast",1992,2.305882353,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2593",2593,"BLUEFISHATLC","Bluefish Atlantic Coast",1993,2.217647059,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2594",2594,"BLUEFISHATLC","Bluefish Atlantic Coast",1994,1.876470588,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2595",2595,"BLUEFISHATLC","Bluefish Atlantic Coast",1995,1.652941176,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2596",2596,"BLUEFISHATLC","Bluefish Atlantic Coast",1996,1.676470588,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2597",2597,"BLUEFISHATLC","Bluefish Atlantic Coast",1997,1.976470588,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2598",2598,"BLUEFISHATLC","Bluefish Atlantic Coast",1998,1.5,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2599",2599,"BLUEFISHATLC","Bluefish Atlantic Coast",1999,1.105882353,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2600",2600,"BLUEFISHATLC","Bluefish Atlantic Coast",2000,1.341176471,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2601",2601,"BLUEFISHATLC","Bluefish Atlantic Coast",2001,1.511764706,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2602",2602,"BLUEFISHATLC","Bluefish Atlantic Coast",2002,1.158823529,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2603",2603,"BLUEFISHATLC","Bluefish Atlantic Coast",2003,1.352941176,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2604",2604,"BLUEFISHATLC","Bluefish Atlantic Coast",2004,1.370588235,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2605",2605,"BLUEFISHATLC","Bluefish Atlantic Coast",2005,1.376470588,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2606",2606,"BLUEFISHATLC","Bluefish Atlantic Coast",2006,1.429411765,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2607",2607,"BLUEFISHATLC","Bluefish Atlantic Coast",2007,1.670588235,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2608",2608,"BLUEFISHATLC","Bluefish Atlantic Coast",2008,1.294117647,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2609",2609,"BLUEFISHATLC","Bluefish Atlantic Coast",2009,1.135294118,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2610",2610,"BLUEFISHATLC","Bluefish Atlantic Coast",2010,1.317647059,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2611",2611,"BLUEFISHATLC","Bluefish Atlantic Coast",2011,1.129411765,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2612",2612,"BLUEFISHATLC","Bluefish Atlantic Coast",2012,1.052941176,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2613",2613,"BLUEFISHATLC","Bluefish Atlantic Coast",2013,1.041176471,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2614",2614,"BLUEFISHATLC","Bluefish Atlantic Coast",2014,0.923529412,"F/Fmsy","Pomatomus saltatrix","Bluefish","Atlantic Coast","bluefish"
"2615",2615,"BMARLINATL","Blue marlin Atlantic",1956,0.009998346,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2616",2616,"BMARLINATL","Blue marlin Atlantic",1957,0.196715431,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
"2617",2617,"BMARLINATL","Blue marlin Atlantic",1958,0.199966926,"F/Fmsy","Makaira nigricans","Blue marlin","Atlantic Ocean","blue marlin"
